step,cb,random
778,0.928021,0.960154,0.213368
779,0.928113,0.960205,0.214377
780,0.928205,0.960256,0.214103
781,0.928297,0.960307,0.213828
782,0.928389,0.960358,0.214834
783,0.92848,0.960409,0.214559
784,0.928571,0.960459,0.214286
785,0.928662,0.96051,0.214013
786,0.928753,0.96056,0.215013
787,0.928844,0.96061,0.21601
788,0.928934,0.96066,0.215736
789,0.929024,0.959442,0.215463
790,0.929114,0.959494,0.21519
791,0.929204,0.959545,0.214918
792,0.929293,0.959596,0.214646
793,0.929382,0.959647,0.215637
794,0.929471,0.959698,0.215365
795,0.92956,0.959748,0.215094
796,0.929648,0.959799,0.214824
797,0.929737,0.959849,0.214555
798,0.929825,0.9599,0.214286
799,0.929912,0.95995,0.214018
800,0.93,0.96,0.215
801,0.930087,0.96005,0.214732
802,0.930175,0.9601,0.214464
803,0.930262,0.960149,0.215442
804,0.930348,0.958955,0.215174
805,0.930435,0.959006,0.214907
806,0.930521,0.959057,0.21464
807,0.930607,0.959108,0.214374
808,0.930693,0.959158,0.214109
809,0.930779,0.959209,0.213844
810,0.930864,0.959259,0.21358
811,0.930949,0.959309,0.21455
812,0.931034,0.95936,0.214286
813,0.931119,0.95941,0.214022
814,0.931204,0.959459,0.213759
815,0.931288,0.959509,0.213497
816,0.931373,0.959559,0.213235
817,0.931457,0.959608,0.212974
818,0.93154,0.959658,0.213936
819,0.931624,0.959707,0.213675
820,0.931707,0.959756,0.213415
821,0.93179,0.959805,0.213155
822,0.931873,0.959854,0.212895
823,0.931956,0.959903,0.213852
824,0.932039,0.959951,0.213592
825,0.932121,0.96,0.214545
826,0.932203,0.960048,0.214286
827,0.932285,0.960097,0.214027
828,0.932367,0.960145,0.213768
829,0.931242,0.960193,0.21351
830,0.931325,0.959036,0.213253
831,0.931408,0.959085,0.212996
832,0.93149,0.959135,0.21274
833,0.931573,0.959184,0.213685
834,0.931655,0.959233,0.214628
835,0.931737,0.959281,0.214371
836,0.931818,0.95933,0.214115
837,0.9319,0.959379,0.213859
838,0.931981,0.959427,0.214797
839,0.932062,0.959476,0.215733
840,0.932143,0.959524,0.216667
841,0.932224,0.959572,0.216409
842,0.932304,0.95962,0.216152
843,0.932384,0.959668,0.217082
844,0.932464,0.959716,0.216825
845,0.932544,0.959763,0.216568
846,0.932624,0.959811,0.217494
847,0.931523,0.959858,0.217237
848,0.931604,0.959906,0.21816
849,0.931684,0.959953,0.217903
850,0.931765,0.96,0.217647
851,0.931845,0.960047,0.217391
852,0.931925,0.960094,0.217136
853,0.932005,0.960141,0.216882
854,0.932084,0.960187,0.216628
855,0.932164,0.960234,0.216374
856,0.932243,0.96028,0.216121
857,0.932322,0.960327,0.215869
858,0.932401,0.960373,0.215618
859,0.93248,0.960419,0.215367
860,0.932558,0.960465,0.216279
861,0.932636,0.960511,0.216028
862,0.932715,0.960557,0.216937
863,0.932793,0.960603,0.216686
864,0.93287,0.960648,0.216435
865,0.932948,0.960694,0.216185
866,0.933025,0.960739,0.215935
867,0.933103,0.960784,0.21684
868,0.93318,0.960829,0.21659
869,0.933257,0.960875,0.216341
870,0.933333,0.95977,0.216092
871,0.93341,0.959816,0.215844
872,0.933486,0.959862,0.215596
873,0.933562,0.959908,0.215349
874,0.933638,0.959954,0.215103
875,0.933714,0.96,0.214857
876,0.93379,0.960046,0.214612
877,0.933865,0.960091,0.214367
878,0.933941,0.960137,0.214123
879,0.934016,0.960182,0.215017
880,0.934091,0.960227,0.214773
881,0.934166,0.960272,0.214529
882,0.93424,0.960317,0.214286
883,0.934315,0.960362,0.214043
884,0.934389,0.960407,0.213801
885,0.934463,0.960452,0.214689
886,0.934537,0.960497,0.214447
887,0.934611,0.960541,0.214205
888,0.934685,0.960586,0.213964
889,0.934758,0.96063,0.213723
890,0.934831,0.960674,0.213483
891,0.934905,0.960718,0.213244
892,0.933857,0.960762,0.214126
893,0.933931,0.960806,0.213886
894,0.934004,0.96085,0.213647
895,0.934078,0.960894,0.213408
896,0.934152,0.960938,0.21317
897,0.934225,0.960981,0.214047
898,0.934298,0.961024,0.213808
899,0.934372,0.961068,0.214683
900,0.934444,0.961111,0.214444
901,0.934517,0.961154,0.214206
902,0.93459,0.961197,0.213969
903,0.934662,0.96124,0.213732
904,0.934735,0.961283,0.213496
905,0.934807,0.961326,0.21326
906,0.934879,0.961369,0.213024
907,0.93495,0.961411,0.212789
908,0.935022,0.961454,0.212555
909,0.935094,0.961496,0.212321
910,0.935165,0.961538,0.212088
911,0.935236,0.961581,0.211855
912,0.935307,0.961623,0.211623
913,0.935378,0.961665,0.211391
914,0.935449,0.961707,0.21116
915,0.935519,0.961749,0.212022
916,0.93559,0.96179,0.21179
917,0.93566,0.961832,0.211559
918,0.93573,0.961874,0.211329
919,0.9358,0.961915,0.211099
920,0.93587,0.961957,0.21087
921,0.935939,0.961998,0.210641
922,0.936009,0.962039,0.211497
923,0.936078,0.96208,0.211268
924,0.936147,0.962121,0.211039
925,0.936216,0.962162,0.210811
926,0.935205,0.962203,0.210583
927,0.935275,0.962244,0.210356
928,0.935345,0.962284,0.210129
929,0.934338,0.962325,0.209903
930,0.934409,0.962366,0.209677
931,0.934479,0.962406,0.209452
932,0.934549,0.962446,0.209227
933,0.93462,0.962487,0.209003
934,0.93469,0.962527,0.208779
935,0.934759,0.962567,0.208556
936,0.934829,0.962607,0.208333
937,0.934899,0.962647,0.208111
938,0.934968,0.962687,0.207889
939,0.935037,0.962726,0.207668
940,0.935106,0.962766,0.207447
941,0.935175,0.962806,0.207226
942,0.935244,0.962845,0.207006
943,0.935313,0.962884,0.206787
944,0.935381,0.962924,0.206568
945,0.93545,0.962963,0.206349
946,0.935518,0.963002,0.206131
947,0.935586,0.963041,0.205913
948,0.935654,0.96308,0.205696
949,0.935722,0.963119,0.206533
950,0.935789,0.963158,0.206316
951,0.935857,0.963197,0.206099
952,0.935924,0.963235,0.206933
953,0.935992,0.963274,0.206716
954,0.936059,0.963312,0.206499
955,0.936126,0.963351,0.20733
956,0.936192,0.963389,0.207113
957,0.936259,0.963427,0.206897
958,0.936326,0.963466,0.206681
959,0.936392,0.963504,0.206465
960,0.936458,0.963542,0.20625
961,0.935484,0.96358,0.206035
962,0.935551,0.963617,0.205821
963,0.934579,0.963655,0.206646
964,0.934647,0.963693,0.206432
965,0.933679,0.963731,0.206218
966,0.933747,0.963768,0.206004
967,0.933816,0.963806,0.205791
968,0.933884,0.963843,0.206612
969,0.933953,0.96388,0.206398
970,0.934021,0.963918,0.206186
971,0.934089,0.963955,0.205973
972,0.934156,0.963992,0.205761
973,0.934224,0.964029,0.20555
974,0.934292,0.964066,0.205339
975,0.934359,0.964103,0.205128
976,0.934426,0.964139,0.204918
977,0.934493,0.964176,0.205732
978,0.93456,0.964213,0.205521
979,0.934627,0.964249,0.205312
980,0.934694,0.964286,0.205102
981,0.93476,0.964322,0.204893
982,0.934827,0.964358,0.204684
983,0.934893,0.964395,0.205493
984,0.934959,0.964431,0.205285
985,0.935025,0.964467,0.205076
986,0.935091,0.964503,0.204868
987,0.935157,0.964539,0.204661
988,0.935223,0.964575,0.204453
989,0.935288,0.964611,0.204247
990,0.935354,0.964646,0.20404
991,0.935419,0.964682,0.204844
992,0.935484,0.964718,0.204637
993,0.935549,0.964753,0.204431
994,0.934608,0.964789,0.204225
995,0.934673,0.964824,0.20402
996,0.934739,0.964859,0.203815
997,0.934804,0.964895,0.203611
998,0.93487,0.96493,0.203407
999,0.934935,0.964965,0.203203
1000,0.935,0.965,0.203
1001,0.935065,0.965035,0.202797
1002,0.93513,0.96507,0.203593
1003,0.935194,0.965105,0.204387
1004,0.935259,0.965139,0.205179
1005,0.935323,0.965174,0.204975
1006,0.935388,0.965209,0.205765
1007,0.935452,0.965243,0.205561
1008,0.935516,0.965278,0.205357
1009,0.93558,0.965312,0.206145
1010,0.935644,0.965347,0.205941
1011,0.935707,0.965381,0.205737
1012,0.935771,0.965415,0.205534
1013,0.935834,0.965449,0.205331
1014,0.934911,0.965483,0.205128
1015,0.934975,0.965517,0.204926
1016,0.935039,0.965551,0.204724
1017,0.935103,0.965585,0.204523
1018,0.935167,0.965619,0.204322
1019,0.935231,0.965653,0.205103
1020,0.935294,0.965686,0.204902
1021,0.935357,0.96572,0.205681
1022,0.935421,0.965753,0.205479
1023,0.935484,0.965787,0.205279
1024,0.935547,0.96582,0.205078
1025,0.93561,0.965854,0.204878
1026,0.935673,0.965887,0.205653
1027,0.935735,0.96592,0.205453
1028,0.935798,0.965953,0.205253
1029,0.93586,0.965986,0.205053
1030,0.935922,0.966019,0.204854
1031,0.935984,0.966052,0.204656
1032,0.936047,0.966085,0.204457
1033,0.936108,0.966118,0.205227
1034,0.93617,0.966151,0.205029
1035,0.936232,0.966184,0.204831
1036,0.936293,0.966216,0.204633
1037,0.936355,0.966249,0.204436
1038,0.936416,0.966281,0.204239
1039,0.936477,0.966314,0.204042
1040,0.936538,0.966346,0.203846
1041,0.936599,0.966378,0.20365
1042,0.93666,0.966411,0.203455
1043,0.936721,0.966443,0.20326
1044,0.936782,0.966475,0.203065
1045,0.936842,0.966507,0.203828
1046,0.936902,0.966539,0.203633
1047,0.936963,0.966571,0.203438
1048,0.937023,0.966603,0.203244
1049,0.937083,0.966635,0.203051
1050,0.93619,0.966667,0.202857
1051,0.936251,0.966698,0.202664
1052,0.936312,0.96673,0.202471
1053,0.936372,0.966762,0.202279
1054,0.936433,0.966793,0.202087
1055,0.936493,0.966825,0.202844
1056,0.936553,0.966856,0.203598
1057,0.936613,0.966887,0.203406
1058,0.936673,0.965974,0.204159
1059,0.935788,0.966006,0.20491
1060,0.935849,0.966038,0.204717
1061,0.93591,0.96607,0.205467
1062,0.93597,0.966102,0.205273
1063,0.93603,0.966134,0.20508
1064,0.93609,0.966165,0.204887
1065,0.93615,0.966197,0.205634
1066,0.93621,0.966229,0.205441
1067,0.93627,0.966261,0.205248
1068,0.93633,0.966292,0.205056
1069,0.936389,0.966324,0.2058
1070,0.935514,0.965421,0.205607
1071,0.935574,0.965453,0.206349
1072,0.935634,0.965485,0.20709
1073,0.935694,0.965517,0.206897
1074,0.935754,0.965549,0.207635
1075,0.935814,0.965581,0.207442
1076,0.935874,0.965613,0.207249
1077,0.935933,0.965645,0.207057
1078,0.935993,0.965677,0.207792
1079,0.936052,0.965709,0.208526
1080,0.936111,0.965741,0.208333
1081,0.93617,0.965772,0.208141
1082,0.936229,0.965804,0.207948
1083,0.936288,0.965836,0.207756
1084,0.936347,0.965867,0.207565
1085,0.936406,0.965899,0.208295
1086,0.936464,0.96593,0.209024
1087,0.936523,0.965961,0.208832
1088,0.936581,0.965993,0.20864
1089,0.936639,0.966024,0.209366
1090,0.936697,0.966055,0.209174
1091,0.936755,0.966086,0.208983
1092,0.936813,0.966117,0.208791
1093,0.936871,0.966148,0.2086
1094,0.936929,0.966179,0.20841
1095,0.936986,0.96621,0.208219
1096,0.937044,0.966241,0.208029
1097,0.937101,0.966272,0.208751
1098,0.937158,0.966302,0.208561
1099,0.937216,0.966333,0.208371
1100,0.937273,0.966364,0.208182
1101,0.93733,0.966394,0.207993
1102,0.937387,0.966425,0.207804
1103,0.937443,0.966455,0.207616
1104,0.9375,0.966486,0.207428
1105,0.937557,0.966516,0.20724
1106,0.937613,0.966546,0.207052
1107,0.937669,0.966576,0.206865
1108,0.937726,0.966606,0.206679
1109,0.937782,0.966637,0.206492
1110,0.937838,0.966667,0.206306
1111,0.937894,0.966697,0.206121
1112,0.93795,0.966727,0.205935
1113,0.938005,0.966757,0.20575
1114,0.938061,0.966786,0.205566
1115,0.938117,0.966816,0.205381
1116,0.938172,0.966846,0.205197
1117,0.938227,0.966876,0.205013
1118,0.938283,0.966905,0.205725
1119,0.938338,0.966935,0.205541
1120,0.938393,0.966964,0.20625
1121,0.937556,0.966994,0.206066
1122,0.937611,0.967023,0.206774
1123,0.937667,0.967053,0.20748
1124,0.937722,0.967082,0.208185
1125,0.937778,0.967111,0.208889
1126,0.937833,0.96714,0.209591
1127,0.937888,0.967169,0.210293
1128,0.937943,0.967199,0.210106
1129,0.937998,0.967228,0.20992
1130,0.938053,0.967257,0.209735
1131,0.938108,0.967286,0.209549
1132,0.938163,0.967314,0.210247
1133,0.938217,0.967343,0.210062
1134,0.938272,0.967372,0.209877
1135,0.938326,0.967401,0.210573
1136,0.93838,0.96743,0.210387
1137,0.938434,0.967458,0.210202
1138,0.938489,0.967487,0.210018
1139,0.938543,0.967515,0.209833
1140,0.938596,0.967544,0.209649
1141,0.93865,0.967572,0.209465
1142,0.938704,0.967601,0.209282
1143,0.938758,0.967629,0.209099
1144,0.938811,0.967657,0.20979
1145,0.938865,0.967686,0.209607
1146,0.938918,0.967714,0.209424
1147,0.938971,0.967742,0.209241
1148,0.939024,0.96777,0.209059
1149,0.939077,0.967798,0.209748
1150,0.93913,0.967826,0.209565
1151,0.939183,0.967854,0.209383
1152,0.939236,0.967882,0.209201
1153,0.939289,0.96791,0.20902
1154,0.939341,0.967938,0.208839
1155,0.939394,0.967965,0.208658
1156,0.939446,0.967993,0.208478
1157,0.939499,0.968021,0.208297
1158,0.939551,0.968048,0.208117
1159,0.939603,0.968076,0.207938
1160,0.939655,0.968103,0.207759
1161,0.939707,0.968131,0.20758
1162,0.939759,0.968158,0.207401
1163,0.939811,0.968186,0.207223
1164,0.939863,0.968213,0.207045
1165,0.939914,0.96824,0.206867
1166,0.939966,0.968268,0.20669
1167,0.940017,0.968295,0.206512
1168,0.940068,0.968322,0.207192
1169,0.94012,0.968349,0.207015
1170,0.940171,0.968376,0.206838
1171,0.940222,0.968403,0.206661
1172,0.940273,0.96843,0.206485
1173,0.940324,0.968457,0.206309
1174,0.940375,0.968484,0.206133
1175,0.940426,0.968511,0.206809
1176,0.940476,0.968537,0.207483
1177,0.940527,0.968564,0.207307
1178,0.939728,0.968591,0.207131
1179,0.939779,0.968617,0.206955
1180,0.938983,0.968644,0.207627
1181,0.939035,0.968671,0.208298
1182,0.939086,0.968697,0.208122
1183,0.939138,0.968724,0.207946
1184,0.939189,0.96875,0.20777
1185,0.939241,0.968776,0.207595
1186,0.939292,0.968803,0.20742
1187,0.939343,0.968829,0.207245
1188,0.939394,0.968855,0.207071
1189,0.939445,0.968881,0.207738
1190,0.939496,0.968908,0.207563
1191,0.939547,0.968934,0.207389
1192,0.939597,0.96896,0.207215
1193,0.939648,0.968986,0.207041
1194,0.939698,0.969012,0.206868
1195,0.939749,0.969038,0.206695
1196,0.939799,0.969064,0.206522
1197,0.93985,0.969089,0.206349
1198,0.9399,0.969115,0.206177
1199,0.93995,0.969141,0.206005
1200,0.939167,0.969167,0.205833
1201,0.939217,0.969192,0.205662
1202,0.939268,0.969218,0.205491
1203,0.939318,0.969244,0.20532
1204,0.939369,0.969269,0.20515
1205,0.939419,0.969295,0.204979
1206,0.939469,0.96932,0.204809
1207,0.939519,0.969345,0.205468
1208,0.93957,0.969371,0.205298
1209,0.93962,0.969396,0.205128
1210,0.939669,0.969421,0.204959
1211,0.939719,0.969447,0.204789
1212,0.939769,0.969472,0.205446
1213,0.939819,0.969497,0.206101
1214,0.939868,0.969522,0.205931
1215,0.939918,0.969547,0.206584
1216,0.939967,0.969572,0.206414
1217,0.940016,0.969597,0.207067
1218,0.940066,0.969622,0.206897
1219,0.940115,0.969647,0.207547
1220,0.940164,0.969672,0.207377
1221,0.940213,0.969697,0.207207
1222,0.940262,0.969722,0.207038
1223,0.940311,0.969747,0.206868
1224,0.940359,0.969771,0.206699
1225,0.940408,0.969796,0.206531
1226,0.940457,0.969005,0.207178
1227,0.940505,0.96903,0.207824
1228,0.940554,0.969055,0.208469
1229,0.940602,0.969081,0.209113
1230,0.94065,0.969106,0.208943
1231,0.940699,0.969131,0.209586
1232,0.940747,0.969156,0.210227
1233,0.940795,0.969181,0.210057
1234,0.940843,0.969206,0.209887
1235,0.940891,0.969231,0.209717
1236,0.940939,0.969256,0.209547
1237,0.940986,0.969281,0.210186
1238,0.941034,0.969305,0.210016
1239,0.941082,0.968523,0.209847
1240,0.941129,0.968548,0.209677
1241,0.941176,0.968574,0.209508
1242,0.941224,0.968599,0.210145
1243,0.941271,0.968624,0.209976
1244,0.941318,0.96865,0.209807
1245,0.941365,0.968675,0.209639
1246,0.941413,0.9687,0.20947
1247,0.94146,0.968725,0.209302
1248,0.941506,0.96875,0.209135
1249,0.941553,0.968775,0.209768
1250,0.9416,0.9688,0.2096
1251,0.941647,0.968825,0.210232
1252,0.941693,0.96885,0.210863
1253,0.94174,0.968875,0.211492
1254,0.941786,0.9689,0.212121
1255,0.941833,0.968924,0.212749
1256,0.941879,0.968949,0.21258
1257,0.941925,0.968974,0.212411
1258,0.941971,0.968998,0.212242
1259,0.942017,0.969023,0.212073
1260,0.942063,0.969048,0.212698
1261,0.942109,0.969072,0.21253
1262,0.942155,0.969097,0.213154
1263,0.942201,0.969121,0.212985
1264,0.942247,0.969146,0.213608
1265,0.942292,0.96917,0.214229
1266,0.942338,0.969194,0.21485
1267,0.942384,0.969219,0.21468
1268,0.942429,0.969243,0.214511
1269,0.942474,0.969267,0.214342
1270,0.94252,0.969291,0.214173
1271,0.942565,0.969315,0.214792
1272,0.94261,0.96934,0.214623
1273,0.942655,0.969364,0.214454
1274,0.9427,0.969388,0.214286
1275,0.942745,0.969412,0.214118
1276,0.94279,0.969436,0.21395
1277,0.942835,0.96946,0.214565
1278,0.942879,0.969484,0.214397
1279,0.942924,0.969507,0.21423
1280,0.942969,0.969531,0.214062
1281,0.943013,0.969555,0.214676
1282,0.943058,0.969579,0.214509
1283,0.943102,0.969602,0.214341
1284,0.943146,0.969626,0.214953
1285,0.943191,0.96965,0.214786
1286,0.943235,0.969673,0.214619
1287,0.943279,0.969697,0.214452
1288,0.943323,0.96972,0.214286
1289,0.943367,0.969744,0.214119
1290,0.943411,0.969767,0.213953
1291,0.943455,0.969791,0.213788
1292,0.943498,0.969814,0.214396
1293,0.943542,0.969838,0.21423
1294,0.943586,0.969861,0.214065
1295,0.943629,0.969884,0.2139
1296,0.943673,0.969907,0.213735
1297,0.943716,0.969931,0.21357
1298,0.94376,0.969954,0.213405
1299,0.943803,0.969977,0.213241
1300,0.943846,0.97,0.213077
1301,0.943889,0.970023,0.213682
1302,0.943932,0.970046,0.213518
1303,0.943975,0.970069,0.214121
1304,0.944018,0.970092,0.213957
1305,0.944061,0.970115,0.213793
1306,0.944104,0.970138,0.213629
1307,0.944147,0.970161,0.213466
1308,0.94419,0.970183,0.214067
1309,0.944232,0.970206,0.213904
1310,0.944275,0.970229,0.21374
1311,0.944317,0.970252,0.213577
1312,0.94436,0.970274,0.213415
1313,0.944402,0.970297,0.213252
1314,0.944444,0.97032,0.213851
1315,0.944487,0.970342,0.213688
1316,0.944529,0.970365,0.213526
1317,0.944571,0.970387,0.213364
1318,0.944613,0.97041,0.213202
1319,0.943897,0.970432,0.213798
1320,0.943182,0.970455,0.214394
1321,0.943225,0.970477,0.214232
1322,0.943268,0.970499,0.21407
1323,0.943311,0.970522,0.213908
1324,0.943353,0.970544,0.214502
1325,0.943396,0.970566,0.21434
1326,0.943439,0.970588,0.214178
1327,0.943482,0.97061,0.214017
1328,0.943524,0.970633,0.213855
1329,0.943567,0.970655,0.214447
1330,0.943609,0.970677,0.214286
1331,0.943651,0.970699,0.214125
1332,0.943694,0.970721,0.213964
1333,0.943736,0.970743,0.214554
1334,0.943778,0.970765,0.214393
1335,0.94382,0.970787,0.214232
1336,0.943862,0.970808,0.214072
1337,0.943904,0.97083,0.213912
1338,0.943946,0.970852,0.213752
1339,0.943241,0.970874,0.214339
1340,0.943284,0.970896,0.214925
1341,0.943326,0.970917,0.214765
1342,0.943368,0.970939,0.214605
1343,0.94341,0.970961,0.214445
1344,0.943452,0.970982,0.214286
1345,0.943494,0.971004,0.214126
1346,0.943536,0.971025,0.213967
1347,0.943578,0.971047,0.213808
1348,0.94362,0.971068,0.21365
1349,0.943662,0.97109,0.213491
1350,0.942963,0.971111,0.214074
1351,0.943005,0.971132,0.213916
1352,0.943047,0.971154,0.213757
1353,0.943089,0.971175,0.213599
1354,0.943131,0.971196,0.213442
1355,0.943173,0.971218,0.213284
1356,0.943215,0.971239,0.213127
1357,0.943257,0.97126,0.213707
1358,0.943299,0.971281,0.213549
1359,0.943341,0.971302,0.213392
1360,0.943382,0.971324,0.213235
1361,0.943424,0.971345,0.213813
1362,0.943465,0.971366,0.213656
1363,0.943507,0.971387,0.214233
1364,0.943548,0.971408,0.214076
1365,0.94359,0.971429,0.213919
1366,0.943631,0.971449,0.213763
1367,0.943672,0.97147,0.213606
1368,0.943713,0.971491,0.214181
1369,0.943755,0.971512,0.214025
1370,0.943796,0.971533,0.213869
1371,0.943837,0.971554,0.213713
1372,0.943878,0.971574,0.213557
1373,0.943918,0.971595,0.21413
1374,0.943959,0.971616,0.213974
1375,0.944,0.971636,0.213818
1376,0.944041,0.971657,0.213663
1377,0.944081,0.971678,0.213508
1378,0.944122,0.971698,0.213353
1379,0.944162,0.971719,0.213923
1380,0.944203,0.971739,0.213768
1381,0.944243,0.97176,0.213613
1382,0.944284,0.97178,0.213459
1383,0.944324,0.9718,0.213304
1384,0.944364,0.971821,0.21315
1385,0.944404,0.971841,0.212996
1386,0.944444,0.971861,0.212843
1387,0.943764,0.971882,0.212689
1388,0.943804,0.971902,0.212536
1389,0.943844,0.971922,0.212383
1390,0.943885,0.971942,0.21295
1391,0.943925,0.971963,0.212797
1392,0.943966,0.971983,0.212644
1393,0.944006,0.972003,0.212491
1394,0.944046,0.972023,0.212339
1395,0.944086,0.972043,0.212186
1396,0.944126,0.972063,0.212034
1397,0.944166,0.972083,0.211883
1398,0.944206,0.972103,0.212446
1399,0.944246,0.972123,0.212294
1400,0.944286,0.972143,0.212143
1401,0.944325,0.972163,0.211991
1402,0.944365,0.972183,0.21184
1403,0.944405,0.972202,0.211689
1404,0.944444,0.972222,0.211538
1405,0.944484,0.972242,0.211388
1406,0.944523,0.972262,0.211949
1407,0.944563,0.972281,0.212509
1408,0.944602,0.972301,0.213068
1409,0.944642,0.972321,0.212917
1410,0.944681,0.97234,0.212766
1411,0.94472,0.97236,0.212615
1412,0.944759,0.97238,0.213173
1413,0.944798,0.972399,0.213022
1414,0.944837,0.972419,0.212871
1415,0.944876,0.972438,0.213428
1416,0.944915,0.972458,0.213277
1417,0.944954,0.972477,0.213126
1418,0.944993,0.972496,0.212976
1419,0.945032,0.972516,0.212826
1420,0.94507,0.972535,0.212676
1421,0.945109,0.972555,0.21323
1422,0.945148,0.972574,0.21308
1423,0.945186,0.972593,0.21293
1424,0.945225,0.972612,0.212781
1425,0.945263,0.972632,0.212632
1426,0.945302,0.972651,0.212482
1427,0.94534,0.97267,0.212334
1428,0.945378,0.972689,0.212185
1429,0.945416,0.972708,0.212036
1430,0.945455,0.972727,0.211888
1431,0.945493,0.972746,0.21174
1432,0.945531,0.972765,0.211592
1433,0.945569,0.972784,0.212142
1434,0.945607,0.972803,0.211994
1435,0.945645,0.972822,0.211847
1436,0.945682,0.972841,0.211699
1437,0.94572,0.97286,0.211552
1438,0.945758,0.972879,0.2121
1439,0.945796,0.972898,0.211953
1440,0.945833,0.972917,0.211806
1441,0.945871,0.972935,0.212353
1442,0.945908,0.972954,0.212205
1443,0.945946,0.972973,0.212058
1444,0.945983,0.972992,0.212604
1445,0.946021,0.97301,0.212457
1446,0.946058,0.973029,0.21231
1447,0.946095,0.973048,0.212854
1448,0.946133,0.973066,0.212707
1449,0.94617,0.973085,0.21256
1450,0.946207,0.973103,0.213103
1451,0.946244,0.973122,0.212957
1452,0.946281,0.97314,0.21281
1453,0.946318,0.973159,0.213352
1454,0.946355,0.973177,0.213893
1455,0.946392,0.973196,0.213746
1456,0.946429,0.973214,0.213599
1457,0.946465,0.973233,0.213452
1458,0.946502,0.973251,0.213306
1459,0.946539,0.973269,0.213845
1460,0.946575,0.973288,0.213699
1461,0.946612,0.973306,0.213552
1462,0.946648,0.973324,0.213406
1463,0.946685,0.973342,0.213944
1464,0.946721,0.973361,0.213798
1465,0.946758,0.973379,0.213652
1466,0.946794,0.973397,0.214188
1467,0.94683,0.973415,0.214042
1468,0.946866,0.973433,0.213896
1469,0.946903,0.973451,0.213751
1470,0.946939,0.973469,0.213605
1471,0.946975,0.973487,0.21414
1472,0.947011,0.973505,0.214674
1473,0.947047,0.973523,0.214528
1474,0.947083,0.973541,0.214383
1475,0.947119,0.973559,0.214237
1476,0.947154,0.973577,0.214092
1477,0.94719,0.973595,0.213947
1478,0.947226,0.973613,0.214479
1479,0.947262,0.973631,0.214334
1480,0.947297,0.973649,0.214189
1481,0.947333,0.973666,0.214045
1482,0.947368,0.973684,0.214575
1483,0.947404,0.973702,0.21443
1484,0.947439,0.97372,0.214286
1485,0.947475,0.973737,0.214141
1486,0.94751,0.973755,0.213997
1487,0.947545,0.973773,0.213853
1488,0.947581,0.97379,0.21371
1489,0.947616,0.973808,0.213566
1490,0.947651,0.973826,0.213423
1491,0.947686,0.973843,0.21328
1492,0.947721,0.973861,0.213137
1493,0.947756,0.973878,0.212994
1494,0.947791,0.973896,0.213521
1495,0.947826,0.973913,0.213378
1496,0.947861,0.97393,0.213235
1497,0.947896,0.973948,0.213093
1498,0.947931,0.973965,0.212951
1499,0.947965,0.973983,0.212809
1500,0.948,0.974,0.212667
1501,0.948035,0.974017,0.212525
1502,0.948069,0.974035,0.212383
1503,0.948104,0.974052,0.212242
1504,0.948138,0.974069,0.212101
1505,0.948173,0.974086,0.21196
1506,0.948207,0.974104,0.211819
1507,0.948242,0.974121,0.211679
1508,0.948276,0.974138,0.211538
1509,0.94831,0.974155,0.211398
1510,0.948344,0.974172,0.211921
1511,0.947717,0.974189,0.21178
1512,0.947751,0.974206,0.21164
1513,0.947786,0.974223,0.2115
1514,0.94782,0.97424,0.211361
1515,0.947855,0.974257,0.211221
1516,0.947889,0.974274,0.211082
1517,0.947924,0.974291,0.210943
1518,0.947958,0.974308,0.210804
1519,0.947992,0.974325,0.210665
1520,0.948026,0.974342,0.210526
1521,0.94806,0.974359,0.211045
1522,0.948095,0.974376,0.211564
1523,0.948129,0.974393,0.211425
1524,0.948163,0.974409,0.211286
